,,,,,,,
,,,,,,,
Grade,Program Code,Program Name,School Name,Requests per seat,Total Requests,Total Assigned,Total Seats
8,MM,MM: SDC - Mild to Moderate,Roosevelt MS,0.2,1,4,5
8,SA,SA: SDC - Extensive Services Autism Focus,Roosevelt MS,0.0,0,3,3
8,GE,GE: General Education,Brown Jr. (Willie) MS,0.1,10,112,132
8,MM,MM: SDC - Mild to Moderate,Brown Jr. (Willie) MS,0.0,0,1,4
8,GE,GE: General Education,Visitacion Valley MS,0.0,3,81,99
8,MM,MM: SDC - Mild to Moderate,Visitacion Valley MS,0.2,1,6,6
8,NX,NX: Newcomer Program,Visitacion Valley MS,0.0,0,32,50
8,SA,SA: SDC - Extensive Services Autism Focus,Visitacion Valley MS,0.0,0,0,3
9,AF,AF: SDC - Mild/Mod Autism Focus,Lincoln (Abraham) HS,11.0,11,1,1
9,ED,ED: SDC - SOAR,Lincoln (Abraham) HS,1.3,5,4,4
9,GE,GE: General Education,Lincoln (Abraham) HS,4.3,"2,344",550,550
9,MM,MM: SDC - Mild to Moderate,Lincoln (Abraham) HS,2.4,24,10,10
9,MS,MS: SDC - Extensive Services,Lincoln (Abraham) HS,-,6,0,0
9,SA,SA: SDC - Extensive Services Autism Focus,Lincoln (Abraham) HS,1.1,9,5,8
9,GE,GE: General Education,Balboa HS,4.2,"1,432",340,340
9,MM,MM: SDC - Mild to Moderate,Balboa HS,2.6,23,9,9
9,MS,MS: SDC - Extensive Services,Balboa HS,1.0,2,2,2
9,NX,NX: Newcomer Program,Balboa HS,-,1,0,0
9,AF,AF: SDC - Mild/Mod Autism Focus,Galileo HS,0.0,0,0,10
9,ED,ED: SDC - SOAR,Galileo HS,1.3,4,1,3
9,GE,GE: General Education,Galileo HS,2.9,"1,346",460,460
9,MM,MM: SDC - Mild to Moderate,Galileo HS,1.7,17,7,10
9,MS,MS: SDC - Extensive Services,Galileo HS,1.5,3,2,2
9,NX,NX: Newcomer Program,Galileo HS,0.4,43,24,100
9,ED,ED: SDC - SOAR,Washington (George) HS,2.0,4,0,2
9,GE,GE: General Education,Washington (George) HS,3.4,"1,890",560,560
9,MM,MM: SDC - Mild to Moderate,Washington (George) HS,2.7,24,9,9
9,MS,MS: SDC - Extensive Services,Washington (George) HS,-,6,0,0
9,GX,GX: General Education Newcomer,SF International HS,0.4,8,2,20
9,NC,NC: Chinese Newcomer,SF International HS,0.0,1,0,35
9,NS,NS: Spanish Newcomer,SF International HS,0.2,6,2,40
9,NX,NX: Newcomer Program,SF International HS,0.4,31,18,70
9,GE,GE: General Education,O'Connell (John) HS,2.3,408,175,175
9,MM,MM: SDC - Mild to Moderate,O'Connell (John) HS,3.0,12,4,4
12,MS,MS: SDC - Extensive Services,Lowell HS,0.0,0,11,11
9,SA,SA: SDC - Extensive Services Autism Focus,Lowell HS,2.0,10,5,5
10,SA,Bay Stree Transition,Lowell HS,0.2,1,5,5
11,SA,SDC Transition Program (CAT),Lowell HS,0.0,0,5,5
12,SA,SDC Transition Program (CAT),Lowell HS,0.0,0,5,5
9,ED,ED: SDC - SOAR,Mission HS,1.7,5,2,3
9,GE,GE: General Education,Mission HS,2.5,713,280,280
9,MM,MM: SDC - Mild to Moderate,Mission HS,1.3,12,1,9
9,MS,MS: SDC - Extensive Services,Mission HS,0.3,1,2,4
9,NX,NX: Newcomer Program,Mission HS,0.4,41,7,100
9,SA,SA: SDC - Extensive Services Autism Focus,Mission HS,2.5,5,1,2
9,AF,AF: SDC - Mild/Mod Autism Focus,Jordan (June) HS,0.3,1,1,4
9,GE,GE: General Education,Jordan (June) HS,4.4,222,50,50
9,MM,MM: SDC - Mild to Moderate,Jordan (June) HS,2.0,6,0,3
9,MS,MS: SDC - Extensive Services,Jordan (June) HS,-,1,0,0
9,GE,GE: General Education,Burton (Phillip and Sala) HS,1.6,637,368,390
9,MM,MM: SDC - Mild to Moderate,Burton (Phillip and Sala) HS,1.4,14,2,10
9,MS,MS: SDC - Extensive Services,Burton (Phillip and Sala) HS,0.3,1,1,4
9,GE,GE: General Education,Wallenberg (Raoul) HS,5.0,904,180,180
9,MM,MM: SDC - Mild to Moderate,Wallenberg (Raoul) HS,7.0,21,3,3
12,MM,MM: SDC - Mild to Moderate,Asawa (Ruth) SOTA HS,0.0,0,1,2
9,MM,MM: SDC - Mild to Moderate,Asawa (Ruth) SOTA HS,3.7,11,3,3
9,AO,AO: SDC - Auditory/Oral,The Academy - SF @ McAteer HS,0.3,1,1,3
9,GE,GE: General Education,The Academy - SF @ McAteer HS,5.2,261,50,50
9,MM,MM: SDC - Mild to Moderate,The Academy - SF @ McAteer HS,1.7,5,1,3
9,TC,TC: SDC - Total Communication,The Academy - SF @ McAteer HS,0.0,0,1,3
9,ED,ED: SDC - SOAR,Marshall (Thurgood) HS,-,2,0,0
9,GE,GE: General Education,Marshall (Thurgood) HS,1.7,199,120,120
9,MM,MM: SDC - Mild to Moderate,Marshall (Thurgood) HS,1.3,4,2,3
9,NX,NX: Newcomer Program,Marshall (Thurgood) HS,0.3,34,19,100
K,GE,GE: General Education,Alamo ES,6.3,428,68,68
K,SA,SA: SDC - Extensive Services Autism Focus,Alamo ES,-,6,0,0
K,GE,GE: General Education,Alvarado ES,8.7,393,45,45
K,MS,MS: SDC - Extensive Services,Alvarado ES,1.3,5,2,4
K,SE,SE: Spanish Immersion (Non-Native),Alvarado ES,17.2,310,18,18
K,SN,SN: Spanish Immersion (Spanish Speakers),Alvarado ES,4.6,120,26,26
K,AF,AF: SDC - Mild/Mod Autism Focus,Argonne ES,5.3,21,4,4
K,GE,GE: General Education,Argonne ES,7.1,478,67,67
K,FB,FB: Filipino FLES,Carmichael (Bessie) K-8,1.4,30,17,22
K,GE,GE: General Education,Carmichael (Bessie) K-8,1.8,84,46,46
K,GE,GE: General Education,Harte (Bret) ES,1.2,30,25,25
K,SE,SE: Spanish Immersion (Non-Native),Harte (Bret) ES,4.1,29,7,7
K,SN,SN: Spanish Immersion (Spanish Speakers),Harte (Bret) ES,0.9,14,8,15
K,GE,GE: General Education,Bryant ES,2.9,69,24,24
K,SB,SB: Spanish Biliteracy,Bryant ES,2.3,50,14,22
K,NC,NC: Chinese Newcomer,Lee (Edwin and Anita) Newcomer ES,-,1,0,0
K,GE,GE: General Education,Clarendon ES,16.0,704,44,44
K,JE,JE: Japanese Bilingual Bicultural Program - English Cohort,Clarendon ES,9.7,329,34,34
K,JN,JN: Japanese Bilingual Bicultural Program - Japanese Cohort,Clarendon ES,1.4,14,10,10
K,MM,MM: SDC - Mild to Moderate,Clarendon ES,5.0,15,3,3
K,GE,GE: General Education,Lilienthal (Claire) K-8,8.6,585,68,68
K,KE,KE: Korean Immersion (Non-Native),Lilienthal (Claire) K-8,11.9,107,9,9
K,KN,KN: Korean Immersion (Korean Speakers),Lilienthal (Claire) K-8,0.8,10,9,13
K,GE,GE: General Education,Cleveland ES,2.3,55,24,24
K,SB,SB: Spanish Biliteracy,Cleveland ES,2.3,50,15,22
K,CE,CE: Cantonese Immersion (All English),Yu (Alice Fong) K-8,5.7,252,44,44
K,CT,CT: Cantonese Immersion (All others),Yu (Alice Fong) K-8,12.0,265,22,22
K,GE,GE: General Education,Sloat (Commodore) ES,6.8,463,67,68
K,CB,CB: Cantonese Biliteracy,Lau (Gordon J) ES,1.6,104,66,66
K,GE,GE: General Education,Lau (Gordon J) ES,4.2,188,45,45
K,GE,GE: General Education,SF Community K-8,4.3,142,33,33
K,GE,GE: General Education,Webster (Daniel) ES,6.2,149,24,24
K,SE,SE: Spanish Immersion (Non-Native),Webster (Daniel) ES,5.6,124,22,22
K,SN,SN: Spanish Immersion (Spanish Speakers),Webster (Daniel) ES,2.6,57,22,22
K,GE,GE: General Education,Milk (Harvey) Civil Right ES,10.9,261,26,24
K,GE,GE: General Education,Drew (Dr Charles) College Preparatory Academy ES,1.4,67,47,47
K,CE,CE: Cantonese Immersion (All English),Chinese Immersion School at DeAvila ES,8.3,223,26,27
K,CN,CN: Cantonese Immersion (Cantonese Speakers),Chinese Immersion School at DeAvila ES,2.9,114,39,39
K,AF,AF: SDC - Mild/Mod Autism Focus,Taylor (Edward R) ES,6.0,12,2,2
K,CB,CB: Cantonese Biliteracy,Taylor (Edward R) ES,1.8,39,22,22
K,GE,GE: General Education,Taylor (Edward R) ES,2.0,90,44,45
K,SB,SB: Spanish Biliteracy,Taylor (Edward R) ES,1.3,29,11,22
K,AF,AF: SDC - Mild/Mod Autism Focus,El Dorado ES,1.0,5,0,5
K,GE,GE: General Education,El Dorado ES,1.7,41,24,24
K,GE,GE: General Education,Cobb (Dr William L) ES,4.5,109,24,24
K,MS,MS: SDC - Extensive Services,Huerta (Dolores) ES,1.3,4,3,3
K,SE,SE: Spanish Immersion (Non-Native),Huerta (Dolores) ES,7.0,190,27,27
K,SN,SN: Spanish Immersion (Spanish Speakers),Huerta (Dolores) ES,3.2,119,37,37
K,GE,GE: General Education,Feinstein (Dianne) ES,5.7,390,69,69
K,SA,SA: SDC - Extensive Services Autism Focus,Feinstein (Dianne) ES,0.0,0,0,4
K,GE,GE: General Education,Key (Francis Scott) ES,5.0,439,87,87
K,MS,MS: SDC - Extensive Services,Key (Francis Scott) ES,0.5,2,0,4
K,GE,GE: General Education,McCoppin (Frank) ES,9.2,421,46,46
K,AF,AF: SDC - Mild/Mod Autism Focus,Garfield ES,2.4,12,5,5
K,CE,CE: Cantonese Immersion (All English),Garfield ES,4.8,53,11,11
K,CN,CN: Cantonese Immersion (Cantonese Speakers),Garfield ES,2.0,22,7,11
K,GE,GE: General Education,Garfield ES,3.6,87,24,24
K,GE,GE: General Education,Peabody (George) ES,13.6,613,45,45
K,MM,MM: SDC - Mild to Moderate,Peabody (George) ES,4.8,19,4,4
K,GE,GE: General Education,Glen Park ES,6.5,291,44,45
K,SA,SA: SDC - Extensive Services Autism Focus,Glen Park ES,2.0,6,2,3
K,SB,SB: Spanish Biliteracy,Glen Park ES,1.6,35,8,22
K,GE,GE: General Education,Grattan ES,7.0,477,68,68
K,SA,SA: SDC - Extensive Services Autism Focus,Grattan ES,1.8,7,4,4
K,GE,GE: General Education,Guadalupe ES,2.8,68,24,24
K,SB,SB: Spanish Biliteracy,Guadalupe ES,1.6,36,13,22
K,GE,GE: General Education,Chavez (Cesar) ES,3.8,90,23,24
K,SB,SB: Spanish Biliteracy,Chavez (Cesar) ES,1.8,80,28,44
K,TC,TC: SDC - Total Communication,Chavez (Cesar) ES,0.0,0,1,4
K,GE,GE: General Education,Hillcrest ES,3.0,72,24,24
K,MM,MM: SDC - Mild to Moderate,Hillcrest ES,2.3,14,6,6
K,SB,SB: Spanish Biliteracy,Hillcrest ES,1.8,39,12,22
K,MM,MM: SDC - Mild to Moderate,Buena Vista Horace Mann K-8,2.0,8,4,4
K,SE,SE: Spanish Immersion (Non-Native),Buena Vista Horace Mann K-8,4.3,115,27,27
K,SN,SN: Spanish Immersion (Spanish Speakers),Buena Vista Horace Mann K-8,2.5,97,34,39
K,GE,GE: General Education,Carver (Dr George W) ES,1.3,32,24,25
K,CB,CB: Cantonese Biliteracy,Parker (Jean) ES,-,42,0,0
K,GE,GE: General Education,Parker (Jean) ES,4.3,103,24,24
K,AF,AF: SDC - Mild/Mod Autism Focus,Jefferson ES,3.2,16,5,5
K,GE,GE: General Education,Jefferson ES,5.4,470,87,87
K,GE,GE: General Education,Muir (John) ES,4.4,106,24,24
K,SB,SB: Spanish Biliteracy,Muir (John) ES,1.1,24,14,22
K,GE,GE: General Education,Serra (Junipero) ES,4.1,99,24,24
K,SB,SB: Spanish Biliteracy,Serra (Junipero) ES,1.6,36,14,22
K,AO,AO: SDC - Auditory/Oral,Lafayette ES,0.0,0,1,4
K,GE,GE: General Education,Lafayette ES,6.2,420,69,68
K,AF,AF: SDC - Mild/Mod Autism Focus,Lakeshore ES,3.3,20,6,6
K,GE,GE: General Education,Lakeshore ES,4.5,308,68,68
K,GE,GE: General Education,Lawton K-8,11.6,757,65,65
K,MS,MS: SDC - Extensive Services,Lawton K-8,0.8,3,3,4
K,GE,GE: General Education,Flynn (Leonard R) ES,5.0,119,24,24
K,SE,SE: Spanish Immersion (Non-Native),Flynn (Leonard R) ES,6.3,120,19,19
K,SN,SN: Spanish Immersion (Spanish Speakers),Flynn (Leonard R) ES,3.0,71,19,24
K,FB,FB: Filipino FLES,Longfellow ES,1.0,21,9,22
K,GE,GE: General Education,Longfellow ES,3.1,75,24,24
K,MM,MM: SDC - Mild to Moderate,Longfellow ES,1.2,6,2,5
K,SB,SB: Spanish Biliteracy,Longfellow ES,1.9,42,19,22
K,SE,SE: Spanish Immersion (Non-Native),Marshall ES,5.1,76,15,15
K,SN,SN: Spanish Immersion (Spanish Speakers),Marshall ES,2.0,57,17,28
K,AF,AF: SDC - Mild/Mod Autism Focus,McKinley ES,5.3,16,3,3
K,GE,GE: General Education,McKinley ES,7.7,356,46,46
K,AF,AF: SDC - Mild/Mod Autism Focus,Miraloma ES,1.6,8,4,5
K,GE,GE: General Education,Miraloma ES,9.0,412,49,46
K,CB,CB: Cantonese Biliteracy,Moscone (George R) ES,0.8,17,11,22
K,GE,GE: General Education,Moscone (George R) ES,3.8,90,24,24
K,SB,SB: Spanish Biliteracy,Moscone (George R) ES,3.2,71,22,22
K,NS,NS: Spanish Newcomer,Mission Education Center ES,0.4,4,1,11
K,CB,CB: Cantonese Biliteracy,Monroe ES,2.5,54,22,22
K,GE,GE: General Education,Monroe ES,6.8,163,24,24
K,SE,SE: Spanish Immersion (Non-Native),Monroe ES,4.7,84,18,18
K,SN,SN: Spanish Immersion (Spanish Speakers),Monroe ES,3.2,84,26,26
K,GE,GE: General Education,New Traditions ES,8.2,377,46,46
K,GE,GE: General Education,Ortega (Jose) ES,5.2,238,46,46
K,ME,ME: Mandarin Immersion (Non-Native),Ortega (Jose) ES,19.4,175,9,9
K,MN,MN: Mandarin Immersion (Mandarin Speakers),Ortega (Jose) ES,8.2,107,13,13
K,GE,GE: General Education,Sunset ES,10.8,716,66,66
K,SA,SA: SDC - Extensive Services Autism Focus,Sunset ES,2.0,6,2,3
K,GE,GE: General Education,Revere (Paul) K-8,1.8,44,24,24
K,MM,MM: SDC - Mild to Moderate,Revere (Paul) K-8,1.6,8,2,5
K,SE,SE: Spanish Immersion (Non-Native),Revere (Paul) K-8,4.3,34,8,8
K,SN,SN: Spanish Immersion (Spanish Speakers),Revere (Paul) K-8,1.8,24,11,13
K,GE,GE: General Education,Stevenson (Robert Louis) ES,7.4,495,67,67
K,MM,MM: SDC - Mild to Moderate,Stevenson (Robert Louis) ES,3.5,21,6,6
K,AF,AF: SDC - Mild/Mod Autism Focus,Parks (Rosa) ES,1.6,8,5,5
K,GE,GE: General Education,Parks (Rosa) ES,4.1,99,24,24
K,JE,JE: Japanese Bilingual Bicultural Program - English Cohort,Parks (Rosa) ES,3.1,69,22,22
K,GE,GE: General Education,Redding ES,1.5,68,45,46
K,GE,GE: General Education,Rooftop K-8,12.8,588,46,46
K,GE,GE: General Education,Wo (Yick) ES,4.7,210,45,45
K,SA,SA: SDC - Extensive Services Autism Focus,Wo (Yick) ES,2.3,7,2,3
K,GE,GE: General Education,SF Public Montessori ES,10.9,261,24,24
K,GE,GE: General Education,Sanchez ES,3.5,83,24,24
K,MM,MM: SDC - Mild to Moderate,Sanchez ES,0.8,3,0,4
K,SB,SB: Spanish Biliteracy,Sanchez ES,1.7,37,10,22
K,GE,GE: General Education,Sheridan ES,1.9,86,46,46
K,AF,AF: SDC - Mild/Mod Autism Focus,Sherman ES,-,18,0,0
K,GE,GE: General Education,Sherman ES,5.1,236,48,46
K,GE,GE: General Education,Malcolm X Academy ES,1.0,25,23,25
K,GE,GE: General Education,Spring Valley Science ES,4.2,100,24,24
K,MM,MM: SDC - Mild to Moderate,Spring Valley Science ES,1.2,7,6,6
K,GE,GE: General Education,King (Thomas Starr) ES,2.8,67,24,24
K,ME,ME: Mandarin Immersion (Non-Native),King (Thomas Starr) ES,4.5,86,19,19
K,MN,MN: Mandarin Immersion (Mandarin Speakers),King (Thomas Starr) ES,2.6,60,23,23
K,SA,SA: SDC - Extensive Services Autism Focus,King (Thomas Starr) ES,2.5,5,2,2
K,GE,GE: General Education,Sunnyside ES,5.5,369,67,67
K,MS,MS: SDC - Extensive Services,Sunnyside ES,1.0,4,2,4
K,CB,CB: Cantonese Biliteracy,Sutro ES,2.5,54,19,22
K,GE,GE: General Education,Sutro ES,13.9,333,24,24
K,AF,AF: SDC - Mild/Mod Autism Focus,Tenderloin Community ES,0.3,2,3,6
K,GE,GE: General Education,Tenderloin Community ES,1.4,62,45,45
K,CB,CB: Cantonese Biliteracy,Ulloa ES,6.9,152,22,22
K,GE,GE: General Education,Ulloa ES,8.1,552,67,68
K,CB,CB: Cantonese Biliteracy,Visitacion Valley ES,-,16,0,0
K,GE,GE: General Education,Visitacion Valley ES,2.3,55,24,24
K,GE,GE: General Education,Chin (John Yehall) ES,7.0,167,24,24
K,CE,CE: Cantonese Immersion (All English),West Portal ES,14.5,203,14,14
K,CN,CN: Cantonese Immersion (Cantonese Speakers),West Portal ES,7.3,139,19,19
K,GE,GE: General Education,West Portal ES,9.1,621,68,68
PK,MS,MS: SDC - Extensive Services,El Dorado ES,0.0,0,0,10
TK,SA,SA: SDC - Extensive Services Autism Focus,Alamo ES,0.0,0,4,4
TK,GE,GE: General Education,Alvarado ES,15.5,310,20,20
TK,GE,GE: General Education,Argonne ES,9.3,168,18,18
TK,GE,GE: General Education,Carmichael (Bessie) K-8,1.4,36,25,25
TK,GE,GE: General Education,Harte (Bret) ES,0.9,23,26,26
TK,GE,GE: General Education,Bryant ES,2.0,49,25,25
TK,GE,GE: General Education,Lau (Gordon J) ES,3.6,89,25,25
TK,GE,GE: General Education,Drew (Dr Charles) College Preparatory Academy ES,1.3,34,26,26
TK,CE,CE: Cantonese Immersion (All English),Chinese Immersion School at DeAvila ES,15.8,142,9,9
TK,CN,CN: Cantonese Immersion (Cantonese Speakers),Chinese Immersion School at DeAvila ES,4.0,56,14,14
TK,AF,AF: SDC - Mild/Mod Autism Focus,El Dorado ES,0.6,4,4,7
TK,GE,GE: General Education,El Dorado ES,1.3,34,26,26
TK,GE,GE: General Education,Cobb (Dr William L) ES,3.4,85,25,25
TK,MS,MS: SDC - Extensive Services,Huerta (Dolores) ES,3.5,7,2,2
TK,SE,SE: Spanish Immersion (Non-Native),Huerta (Dolores) ES,15.9,143,9,9
TK,SN,SN: Spanish Immersion (Spanish Speakers),Huerta (Dolores) ES,2.0,26,13,13
TK,GE,GE: General Education,Feinstein (Dianne) ES,10.5,262,25,25
TK,GE,GE: General Education,Key (Francis Scott) ES,10.3,248,24,24
TK,GE,GE: General Education,McCoppin (Frank) ES,7.2,179,25,25
TK,GE,GE: General Education,Guadalupe ES,2.0,51,25,25
TK,GE,GE: General Education,Chavez (Cesar) ES,2.6,65,25,25
TK,TC,TC: SDC - Total Communication,Chavez (Cesar) ES,0.0,0,0,2
TK,GE,GE: General Education,Hillcrest ES,2.7,68,25,25
TK,MM,MM: SDC - Mild to Moderate,Hillcrest ES,0.2,1,0,6
TK,GE,GE: General Education,Carver (Dr George W) ES,0.6,16,26,26
TK,GE,GE: General Education,Parker (Jean) ES,2.1,52,25,25
TK,GE,GE: General Education,Muir (John) ES,2.8,74,26,26
TK,GE,GE: General Education,Serra (Junipero) ES,4.4,109,25,25
TK,AO,AO: SDC - Auditory/Oral,Lafayette ES,0.0,0,2,1
TK,AF,AF: SDC - Mild/Mod Autism Focus,Lakeshore ES,0.0,0,0,6
TK,GE,GE: General Education,Lakeshore ES,8.2,204,25,25
TK,GE,GE: General Education,Flynn (Leonard R) ES,4.6,115,25,25
TK,GE,GE: General Education,Longfellow ES,1.9,48,25,25
TK,GE,GE: General Education,McKinley ES,7.3,182,25,25
TK,GE,GE: General Education,Miraloma ES,0.8,19,24,24
TK,SE,SE: Spanish Immersion (Non-Native),Mission Education Center ES,4.9,68,14,14
TK,SN,SN: Spanish Immersion (Spanish Speakers),Mission Education Center ES,1.6,16,6,10
TK,GE,GE: General Education,Ortega (Jose) ES,7.5,179,24,24
TK,GE,GE: General Education,Stevenson (Robert Louis) ES,12.2,293,24,24
TK,MM,MM: SDC - Mild to Moderate,Stevenson (Robert Louis) ES,2.7,16,6,6
TK,AF,AF: SDC - Mild/Mod Autism Focus,Parks (Rosa) ES,2.7,8,3,3
TK,GE,GE: General Education,Parks (Rosa) ES,2.6,66,25,25
TK,GE,GE: General Education,Redding ES,1.7,43,25,25
TK,GE,GE: General Education,Rooftop K-8,12.0,289,24,24
TK,GE,GE: General Education,Sanchez ES,3.0,76,25,25
TK,GE,GE: General Education,Sheridan ES,2.5,63,25,25
TK,GE,GE: General Education,Malcolm X Academy ES,0.6,15,17,26
TK,GE,GE: General Education,Spring Valley Science ES,2.3,58,25,25
TK,GE,GE: General Education,King (Thomas Starr) ES,3.6,89,25,25
TK,GE,GE: General Education,Sutro ES,6.0,150,25,25
TK,AF,AF: SDC - Mild/Mod Autism Focus,Tenderloin Community ES,3.0,3,1,1
TK,GE,GE: General Education,Tenderloin Community ES,1.1,28,25,25
TK,GE,GE: General Education,Visitacion Valley ES,1.4,37,26,26
TK,GE,GE: General Education,West Portal ES,17.3,416,24,24
TK,GE,GE: General Education,Argonne EES,6.0,144,24,24
TK,GE,GE: General Education,Stockton (Commodore) EES,2.3,56,24,24
TK,GE,GE: General Education,Noriega EES,4.9,227,46,46
TK,GE,GE: General Education,McLaren (John) EES,1.2,30,25,25
TK,MM,MM: SDC - Mild to Moderate,McLaren (John) EES,0.9,11,5,12
TK,GE,GE: General Education,Serra (Junipero) Annex EES,1.4,68,48,48
TK,GE,GE: General Education,Rodriguez (Zaida T) EES,1.0,49,48,48
TK,GE,GE: General Education,Tule Elk Park EES,1.8,124,70,70
TK,MM,MM: SDC - Mild to Moderate,Tule Elk Park EES,1.1,13,7,12
TK,MS,MS: SDC - Extensive Services,Tule Elk Park EES,0.8,8,6,10
